timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
2/22/2021 22:50,Female,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,I don't know,Minor concerns,Yes,Yes,Yes,No,
2/22/2021 22:51,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,Reading (newspapers and scientific documents),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,I don't know,Yes I agree,No,Yes,Minor concerns,Minor concerns,I don't know,Yes,I don't know,Yes,"If this investigation aims at the use of genetic fingerprints in the field of justice in Burkina Faso and in the near future, then I strongly encourage the initiators. We really need it."
2/22/2021 22:56,Female,16-35,PhD,Students,No,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,No,Yes,am indifferent,Important concerns,No,Yes,No,Yes,
2/22/2021 23:09,Male,16-35,University,Students,Yes,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,Yes,Important concerns,No problem,Maybe,Yes,Yes,Yes, I encourage them a lot. This is a wonderful initiative.
2/22/2021 23:09,Male,16-35,University,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,Yes,"Good initiative, I dare to believe that it will succeed"
2/22/2021 23:11,Male,>60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,am indifferent,All crimes and offenses,Until acquittal,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,"Yes, but under certain conditions",am indifferent,Important concerns,Maybe,Yes,Maybe,Maybe, I can't wait for the project to succeed for the happiness of all Burkinabè people.
2/22/2021 23:16,Female,16-35,University,Students,Yes,Fiction films,Important,An autonomous institution,Convicts and suspects,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,Yes,Yes,No,Yes,
2/22/2021 23:17,Male,35-60,University,Others,No,Others,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,Yes,Yes,No,Yes,DNA is the basis for identifying individuals.
2/22/2021 23:36,Male,35-60,University,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,No,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,Yes,Minor concerns,Minor concerns,Maybe,Yes,No,Yes," Hi! This is work that will make great scientific advances. Courage to the initiators, I am available to work on it."
2/22/2021 23:36,Female,16-35,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,Yes,Yes,Great initiative 👍
2/22/2021 23:42,Male,35-60,University,Others,I am not sure,Reading (newspapers and scientific documents),Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Until the death of the condemned,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,I don't know,Yes,Maybe,Yes,"This is a very nice initiative. Our country really needs such a scientific contribution to support our FDS, especially in this context of terrorism."
2/22/2021 23:42,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Not very important,An autonomous institution,Entire population of Burkina Faso,No,Serious crimes only,Until acquittal,"Yes, I agree but in certain circumstances",Yes I agree,I don't know,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Important concerns,No answer,No,Yes,Maybe,Maybe,Review certain vague questions with several facets of interpretation
2/22/2021 23:44,Male,16-35,University,Others,Yes,Fiction films,Important,Ministry of Justice,Convicts and suspects,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,I don't know,Yes,No,No,very nice initiative. This will greatly help the justice system in clarifying certain cases. Good luck for the future. And I can't wait for a DNA database project to see the light of day.
2/22/2021 23:46,Female,16-35,University,Students,Yes,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,No answer,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,Yes,No,
2/22/2021 23:57,Female,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Maybe,Yes,Yes,Yes, Good initiative because this would constitute a clue in the implications in terms of criminal investigations (easily find a convict or an outlaw; easily identify a body or a person thanks to these prints at a crime scene....) But the respect for private life must be taken into account as well as the confidentiality of this database on certain points of social life. In addition they should be managed by reliable and trustworthy people.
2/22/2021 23:57,Male,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,No, Healthy project.
2/23/2021 0:19,Male,16-35,University,Students,Yes,Fiction films,Not very important,Ministry responsible for security,Convicts and suspects,Yes,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,I don't know,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,No,No,
2/23/2021 0:22,Male,16-35,University,Students,Yes,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,Yes,No,Unlikely now but not impossible in the near future
2/23/2021 0:22,Male,16-35,PhD,Students,I am not sure,Fiction films,Unitile,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Minor concerns,Minor concerns,No,Yes,No,Maybe, Good initiative
2/23/2021 0:23,Male,16-35,University,Students,I am not sure,Fiction films,Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,Maybe,No,Very nice initiative..... can't wait for it to become a reality in Burkina
2/23/2021 0:23,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,No,Yes,No,Yes,This is a great initiative that will help fight against organized crime; to find our loved ones; even identify the fathers of unwanted pregnancies... Good luck on this project
2/23/2021 0:23,Male,16-35,PhD,Students,Yes,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,Maybe,Yes,No problem,Important concerns,No,Yes,No,Yes," Personally, it would be a major asset to have this database as crime is growing in the sub-region, the initiative is to be welcomed and I can't wait for this project to see the light of day"
2/23/2021 0:29,Male,16-35,PhD,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,No,Minor concerns,Minor concerns,Yes,Yes,No,Yes,
2/23/2021 0:31,Male,16-35,University,Students,No,Others,Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
2/23/2021 0:43,Male,16-35,University,Students,I am not sure,Others,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,No,That ensuring that the DNA collected is used confirmed has a law which will be passed in order to protect citizens against any inconvenience.
2/23/2021 0:44,Male,16-35,PhD,Students,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",No I do not agree,I don't know,Maybe,Yes,Important concerns,Important concerns,Maybe,Yes,No,Maybe,I find the initiative very relevant!
2/23/2021 0:47,Male,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,No,Yes,Minor concerns,Important concerns,No,Yes,No,Maybe,Looking forward to seeing the implementation which I consider very important
